city,row_in_file,id,name,address_he,address_en_current,issue,lat,lon
karmiel,4,כרמיאל-4,מקלט 104,החשמל 25,"החשמל 25, כרמיאל, ישראל",English field still contains Hebrew,32.9209396,35.3168136
karmiel,102,כרמיאל-muni-101,מקלט הארזים 71,"הארזים 71, כרמיאל","HaArazim St 77-71, Karmiel",house number differs (71 vs 77),32.9167,35.297876
kfar-saba,79,kfarsaba_79,"מקלט בי""ס דבורה עומר","הזמיר 3, כפר סבא","Zamir Emanuel St 8, Kefar Sava",house number differs (3 vs 8),32.1867553,34.8935047
kfar-saba,109,kfarsaba_109,גן אגמית,"אירוס 6, כפר סבא","Khavatselet ha-Sharon St 22, Kefar Sava",house number differs (6 vs 22),32.1737349,34.8950367
kfar-saba,129,kfarsaba_129,גן דוכיפת,"זמיר 5, כפר סבא","Zamir/HaNesher, Kefar Sava",no house number in English,32.1845648,34.92776449999999
kfar-saba,147,kfarsaba_147,גן חצוצרה,"בנאי יוסי 3, כפר סבא","Yossi Banai St, Kefar Sava",no house number in English,32.1889888,34.895234
kfar-tavor,7,כפר-תבור-7,מקלט 16,הזית 7,"HaZayit St 20, Kfar Tavor",house number differs (7 vs 20),32.6879312,35.41853
kfar-tavor,15,כפר-תבור-15,מקלט 11,דובדבן 13,"33, Kfar Tavor",house number differs (13 vs 33),32.687101,35.417823
kfar-vradim,6,כפר-ורדים-6,מיגונית 6,גן משחקים כיכר 9,Kfar Vradim,no house number in English,32.9969981,35.2628012
kfar-vradim,13,כפר-ורדים-13,מיגונית 15,תחנת הסעה כיכר 8,Kfar Vradim,no house number in English,32.9969981,35.2628012
kfar-vradim,15,כפר-ורדים-15,מיגונית 17,"כניסה עליונה בי""ס תפן ליד כיכר 6","Tefen Experimental School, Kfar Vradim",no house number in English,32.9958479,35.2641727
kiryat-ata,17,קריית אתא-17,מקלט 117,19 א,Kiryat Ata,no house number in English,32.809144,35.119773
kiryat-ata,18,קריית אתא-18,מקלט 118,יהושע בן 5,"Yehoshua Bin Nun St, Kiryat Ata",no house number in English,32.8113829,35.1181199
kiryat-ata,53,קריית אתא-53,מקלט 153,צלאח 15,Kiryat Ata,no house number in English,32.809144,35.119773
kiryat-ata,56,קריית אתא-56,מקלט 157,12 ק. נחום,"Simtat Nahum, Kiryat Ata",no house number in English,32.815891,35.118398
kiryat-ekron,16,קריית-עקרון-16,מקלט 16,הרצל 20,,missing English address,31.8778431,34.8186206
kiryat-gat,1,קריית גת-7,מקלט ז,עובדת 17,"Ha-Avoda St 3, Kiryat Gat",house number differs (17 vs 3),31.6049597,34.7720717
kiryat-gat,29,קריית גת-42,מקלט 37,הציפורן 6,"Sderot HaAtsma'ut 66, Kiryat Gat",house number differs (6 vs 66),31.6094627,34.7672444
kiryat-gat,73,קריית גת-25,מקלט כה,מבצע עובדה 29,"Rahvat Uvda 28, Kiryat Gat",house number differs (29 vs 28),31.6044127,34.7525204
kiryat-gat,74,קריית גת-26,מקלט כו,מבצע חורב 23,"Rahvat Mivtsa Horev 1, Kiryat Gat",house number differs (23 vs 1),31.6051966,34.7521013
kiryat-gat,75,קריית גת-27,מקלט כז,מבצע יואב 6,"Rahvat Mivtsa Yo'av 18, Kiryat Gat",house number differs (6 vs 18),31.6060874,34.7517731
kiryat-gat,76,קריית גת-28,מקלט כח,מבצע חירם 20,"Rahvat Mivtsa Hiram 28, Kiryat Gat",house number differs (20 vs 28),31.6066653,34.75163
kiryat-gat,77,קריית גת-29,מקלט כט,מבצע נחשון 23,"Rahvat Mivtsa Nahshon 27, Kiryat Gat",house number differs (23 vs 27),31.6075179,34.7515961
kiryat-gat,78,קריית גת-47,מקלט 33,"מבוא תש""ח 88","Mish'ol Tashach, Kiryat Gat",no house number in English,31.6066673,34.7635279
kiryat-gat,79,קריית גת-61,מקלט 200,יששכר 9,"Rahvat Yisahar 6, Kiryat Gat",house number differs (9 vs 6),31.61613,34.7704598
kiryat-gat,81,קריית גת-63,מקלט 204,מנשה 6,"Mish'ol Menashe 3, Kiryat Gat",house number differs (6 vs 3),31.6163002,34.7695483
kiryat-gat,82,קריית גת-64,מקלט 205,מנשה 6,"Mish'ol Menashe 3, Kiryat Gat",house number differs (6 vs 3),31.6163002,34.7695483
kiryat-gat,83,קריית גת-65,מקלט 206,גד 11,"Rahvat Gad 3, Kiryat Gat",house number differs (11 vs 3),31.6166998,34.7684517
kiryat-gat,84,קריית גת-67,מקלט 12,התבור 2,Kiryat Gat,no house number in English,31.6123431,34.7741854
kiryat-malachi,14,קריית-מלאכי-14,מקלט 14,בן גוריון 42,"Ben Gurion, Kiryat Malakhi",no house number in English,31.730459,34.742865
kiryat-malachi,40,קריית-מלאכי-40,מקלט 41,בן גוריון 74,"Ben Gurion, Kiryat Malakhi",no house number in English,31.730459,34.742865
kiryat-motzkin,10,קריית מוצקין-10,מקלט 10,נתיב הבנים 9,"Netiv HaBanim, Kiryat Motskin",no house number in English,32.832568,35.077288
kiryat-ono,10,קריית אונו-10,מקלט,יהודית 8,"Yehudit St, Ramat Gan",no house number in English,32.0895107,34.8043678
kiryat-ono,25,קריית אונו-25,"ביה""ס רונה רמון",שולמית אלוני 3,"שולמית אלוני 3, Kiryat Ono, 5552504",English field still contains Hebrew,32.0626175,34.841336
kiryat-ono,27,קריית אונו-27,"ביה""ס גולדה מאיר",נאוה סמל,"נאוה סמל 16, Kiryat Ono",English field still contains Hebrew,32.0389678,34.8611321
kiryat-shmona,68,kiryat_shmona_218,מקלט 218,"חושן 25, קריית שמונה","חושן 25, Kiryat Shmona, Israel",English field still contains Hebrew,33.1965916,35.5753887
kiryat-shmona,69,kiryat_shmona_236,מקלט 236,"חושן 34, קריית שמונה","חושן 34, Kiryat Shmona, Israel",English field still contains Hebrew,33.1958662,35.5713252
kiryat-yam,3,קריית ים-3,מקלט 3,הרצל 73,"Sderot Herzl 71, Kiryat Yam",house number differs (73 vs 71),32.8406589,35.0672038
kiryat-yam,4,קריית ים-4,מקלט 4,צהל 19,"Tsahal St 4, Kiryat Motzkin",house number differs (19 vs 4),32.850936,35.0903859
lod,14,lod_621,מקלט 621,"אצ""ל 2, לוד","האצ""ל, Lod, Israel",English field still contains Hebrew,31.9647991,34.878776
maale-adumim,29,מעלה-אדומים-29,מקלט - הצלצל 6,הצלצל 6,Ma'ale Adumim,no house number in English,31.777369,35.297955
maale-adumim,34,מעלה-אדומים-34,מקלט - הנבל 7,הנבל 7,Ma'ale Adumim,no house number in English,31.777369,35.297955
maale-adumim,75,מעלה-אדומים-75,מקלט - חוט השני 46,חוט השני 46,"Pri Megadim/Bat Nadiv, Ma'ale Adumim",no house number in English,31.77111559999999,35.2912598
maalot-tarshiha,3,מעלות-3,מקלט 3,תבור 3,"Tavor St, Ma'alot-Tarshiha",no house number in English,33.012375,35.2864311
maalot-tarshiha,4,מעלות-4,מקלט 4,תבור 4,"Tavor St, Ma'alot-Tarshiha",no house number in English,33.012375,35.2864311
maalot-tarshiha,9,מעלות-9,מקלט 9,מעלה חסון 146,"Ma'ale Hasson St, Ma'alot-Tarshiha",no house number in English,33.015646,35.28182
maalot-tarshiha,10,מעלות-10,מקלט 10,מעלה חסון 148,"Ma'ale Hasson St, Ma'alot-Tarshiha",no house number in English,33.015646,35.28182
maalot-tarshiha,11,מעלות-11,מקלט 11,מעלה חסון 143,"Ma'ale Hasson St, Ma'alot-Tarshiha",no house number in English,33.015646,35.28182
maalot-tarshiha,14,מעלות-14,מקלט 14,הגליל 13,"Ha-Galil St, Ma'alot-Tarshiha",no house number in English,33.0140131,35.2817691
maalot-tarshiha,36,מעלות-47,מקלט 28,ירושלים 13,Ma'alot-Tarshiha,no house number in English,33.0148,35.277
maalot-tarshiha,50,מעלות-50,מקלט 25,ירושלים 20,Ma'alot-Tarshiha,no house number in English,33.0155,35.277
maalot-tarshiha,51,מעלות-51,מקלט 26,ירושלים 17,Ma'alot-Tarshiha,no house number in English,33.0152,35.2773
maalot-tarshiha,52,מעלות-52,מקלט 28,ירושלים 13,Ma'alot-Tarshiha,no house number in English,33.0148,35.2777
migdal-haemek,8,מגדל-העמק-8,מקלט 35,צבי אלדרוטי 12,"Zvi Alderoti Avenue/HaAriza, Migdal HaEmek",no house number in English,32.664657,35.2387212
migdal-haemek,9,מגדל-העמק-9,מקלט 36,צבי אלדרוטי 1,"Zvi Alderoti Avenue/HaAriza, Migdal HaEmek",no house number in English,32.664657,35.2387212
mitzpe-ramon,9,מצפה רמון-9,מקלט ציבורי,נחל האלה 3,"HaEla St, Mitzpe Ramon",no house number in English,30.6095707,34.8041806
modiin-illit,1,modiin_illit_1,"מרכז קהילתי הגר""א",הגרא 1,"W2FX+WJP, Modi'in Ilit",house number differs (1 vs 2),31.9247493,35.0494265
nahariya,28,nahariya_300,מקלט 300 - אשכול 24,אשכול 24,"Gaaton 28, Nahariyya",house number differs (24 vs 28),33.0085361,35.0980514
nahariya,40,nahariya_367,מקלט 367 - בן צבי 23,בן צבי 23,Nahariyya,no house number in English,33.0085361,35.0980514
nes-ziona,5,נס-ציונה-5,מקלט 5,מועדון נוער אפרים 23,"Kibuts Galuyot St 24, Ness Ziona",house number differs (23 vs 24),31.9329517,34.8043423
nes-ziona,9,נס-ציונה-9,מקלט 9,ניר גן נורדאו 53,"Nordau St 51, Ness Ziona",house number differs (53 vs 51),31.9276694,34.8070232
nesher,5,נשר-5,היכל שלמה,הרב בר מוחא 12,"Bar Moha/Barak, Nesher",no house number in English,32.7692062,35.046609
nesher,18,נשר-18,מקלט המתמיד,המתמיד 5,"HaTechnion Road/HaMatmid, Nesher",no house number in English,32.7753079,35.0337652
netanya,25,netanya_pub_30,מקלט 41 - אלומות 31,אלומות 31,"Alumot St, Netanya",no house number in English,32.3202712,34.8885863
netanya,29,netanya_pub_36,מקלט 47 - שפרינצק 20,שפרינצק 20,"Yosef Shprintsak St 42, Netanya",house number differs (20 vs 42),32.3134269,34.8831427
netanya,30,netanya_pub_37,מקלט 48 - עובדיה 32,עובדיה 32,"Ovadya Avraham ha-Cohen St 22, Netanya",house number differs (32 vs 22),32.3162418,34.8894756
netanya,34,netanya_pub_42,מקלט 53 - גולד 14,גולד 14,"HaRav Zirlson St 9, Netanya",house number differs (14 vs 9),32.3099967,34.8838699
netivot,5,נתיבות-4,מקלט 4,אלפסי 1074,"Hai Taib St 77, Netivot",house number differs (1074 vs 77),31.4216395,34.5870689
netivot,6,נתיבות-5,מקלט 5,אלי כהן 59,"Eli Cohen St, Netivot",no house number in English,31.4286515,34.5974437
netivot,11,נתיבות-10,מקלט 10,הרב אל נקווה 507,"HaRav Alnekave St, Netivot",no house number in English,31.4253688,34.5969528
netivot,49,נתיבות-51,מקלט 51,שדרות ירושלים 173,,missing English address,31.4217194,34.5719241
netivot,50,נתיבות-52,מקלט 52,שדרות ירושלים 173,,missing English address,31.4217194,34.5719241
netivot,51,נתיבות-53,מקלט 53,הרצל 32,Netivot,no house number in English,31.423132,34.5946466
netivot,52,נתיבות-54,מקלט 54,שדרות ירושלים 146,,missing English address,31.4217194,34.5719241
netivot,54,נתיבות-56,מקלט 56,שדרות ירושלים 152,,missing English address,31.4217194,34.5719241
netivot,55,נתיבות-57,מקלט 57,שדרות ירושלים 222,,missing English address,31.4217194,34.5719241
netivot,56,נתיבות-58,מקלט 58,שדרות ירושלים 181,,missing English address,31.4217194,34.5719241
nof-hagalil,3,נוף-הגליל-3,מקלט 03,מנחם אריאב 48,"Carmel St 12, Nof HaGalil",house number differs (48 vs 12),32.7038982,35.3174372
nof-hagalil,4,נוף-הגליל-4,מקלט 04,מנחם אריאב 56,"Carmel St 12, Nof HaGalil",house number differs (56 vs 12),32.7038982,35.3174372
nof-hagalil,5,נוף-הגליל-5,מקלט 05,מנחם אריאב 44,"Carmel St 12, Nof HaGalil",house number differs (44 vs 12),32.7038982,35.3174372
nof-hagalil,6,נוף-הגליל-6,מקלט 06,מנחם אריאב 38,"שד' מנחם אריאב 38, נוף הגליל, 1759192, ישראל",English field still contains Hebrew,32.7064076,35.3246256
nof-hagalil,8,נוף-הגליל-8,מקלט 08,מנחם אריאב 30,"Carmel St 12, Nof HaGalil",house number differs (30 vs 12),32.7038982,35.3174372
nof-hagalil,28,נוף-הגליל-28,מקלט 28,בית ספר חרמון 4,Nof HaGalil,no house number in English,32.7066535,35.3188476
nof-hagalil,29,נוף-הגליל-29,מקלט 29,מנחם אריאב 7,"שד' מנחם אריאב 7, נוף הגליל, ישראל",English field still contains Hebrew,32.702772,35.313849
ofakim,20,אופקים-20,מקלט 32,קיבוץ גלויות 1407,"Kibuts Galuyot St, Ofakim",no house number in English,31.313995,34.61485
ofakim,24,אופקים-24,מקלט 37א,הרצל,"הרצל, אופקים, ישראל",English field still contains Hebrew,31.3061764,34.6194012
ofakim,39,אופקים-39,מקלט 64,"הרי""ף 157","HaRif, Ofakim",no house number in English,31.312237,34.623961
or-akiva,3,אור-עקיבא-3,מקלט 5,איחוד העם 9,"Ihud Ha'Am St, Or Akiva",no house number in English,32.5096842,34.9168895
or-akiva,5,אור-עקיבא-5,מקלט 7,הרצל פינת ביאליק 6,"Balfour St 195, Or Akiva",house number differs (6 vs 195),32.5103943,34.9181607
or-akiva,23,אור-עקיבא-23,מקלט 3,הנשיא פינת סטנלי מאיר 1,"HaNasi St 16, Binyamina-Giv'at Ada",house number differs (1 vs 16),32.5207421,34.9462432
or-yehuda,39,אור יהודה-39,הרב כדורי יצחק 13,הרב כדורי 13,"מנחם בגין 6, Or Yehuda, 60200",English field still contains Hebrew,32.029748,34.85617300000001
or-yehuda,48,אור יהודה-48,"ד""ר אטרקצ'י 72",אטרקצ'י 72,Or Yehuda,no house number in English,32.029748,34.85617300000001
or-yehuda,53,אור יהודה-53,לשם 3,לשם 3,"Leshem St, Or Yehuda",no house number in English,32.0302338,34.8610517
pardes-hanna,14,פרדס-חנה-14,מקלט 14,"התקומה 2, שב""ל 1","Shaval St 1, Pardes Hanna-Karkur",house number differs (2 vs 1),32.4718329,34.9533362
pardes-hanna,15,פרדס-חנה-15,מקלט 15,"ליד בית 202, שב""ל 2","Shaval St 564/2, Pardes Hanna-Karkur",house number differs (202 vs 564),32.4716438,34.9549667
pardes-hanna,16,פרדס-חנה-16,מקלט 16,"התקומה 6, שב""ל 3","Shaval St 3, Pardes Hanna-Karkur",house number differs (6 vs 3),32.4717633,34.953569
pardes-hanna,17,פרדס-חנה-17,מקלט 17,"שובל פינת אחדות, שב""ל 4","Ha-Dkalim St 76, Pardes Hanna-Karkur",house number differs (4 vs 76),32.4728028,34.9742001
pardes-hanna,18,פרדס-חנה-18,מקלט 18,"בית 276, התקומה 10, שב""ל 5","Shaval St 5, Pardes Hanna-Karkur",house number differs (276 vs 5),32.4717114,34.9538083
pardes-hanna,20,פרדס-חנה-20,מקלט 20,"בית 588, שב""ל 7","Ha-Dkalim St 76, Pardes Hanna-Karkur",house number differs (588 vs 76),32.4728028,34.9742001
pardes-hanna,21,פרדס-חנה-21,מקלט 21,"בית 589, שב""ל 8","Ha-Dkalim St 76, Pardes Hanna-Karkur",house number differs (589 vs 76),32.4728028,34.9742001
pardes-hanna,22,פרדס-חנה-22,מקלט 22,"בית 594, שב""ל 9","Ha-Dkalim St 76, Pardes Hanna-Karkur",house number differs (594 vs 76),32.4728028,34.9742001
pardes-hanna,24,פרדס-חנה-24,מקלט 24,"התקומה 8א, שב""ל 11","Shaval St 11, Pardes Hanna-Karkur",house number differs (8 vs 11),32.47173720000001,34.9536886
pardes-hanna,38,פרדס-חנה-38,מקלט 38,"קק""ל, נווה אשר, מול בית 13","Neve Asher, Pardes Hana-Karkur",no house number in English,32.463479,34.9774779
pardes-hanna,39,פרדס-חנה-39,מקלט 39,"ההסתדרות, ליד גן וייל, מול בית 29","ההסתדרות 29, פרדס חנ�� כרכור, ישראל",English field still contains Hebrew,32.4660228,34.9779489
pardes-hanna,43,פרדס-חנה-43,מקלט 44,הנחל מול בית 4,"HaNahal St 7, Pardes Hanna-Karkur",house number differs (4 vs 7),32.4677963,34.9958621
pardes-hanna,45,פרדס-חנה-45,מקלט 46,"ההגנה, בין בית 27 ל-29","Hagana St 19, Pardes Hanna-Karkur",house number differs (27 vs 19),32.4760915,34.9787481
pardes-hanna,49,פרדס-חנה-49,מקלט 50,"המייסדים 77, בי""ס ממלכתי כרכור","Ha-Meyasdim St 73, Pardes Hanna-Karkur",house number differs (77 vs 73),32.4763708,34.9905028
pardes-hanna,53,פרדס-חנה-53,מקלט 55,"חן 11, ליד מועדון הצופים","Hen St 4, Pardes Hanna-Karkur",house number differs (11 vs 4),32.4722946,34.9761958
pardes-hanna,61,פרדס-חנה-61,מקלט 42,"כוכב פינת העליה, ליד בית 7","Kohav St 1, Pardes Hanna-Karkur",house number differs (7 vs 1),32.4765908,35.0000578
petah-tikva,4,ptikva_muni_4,מקלט - יאנוש קורצאק מול 18,יאנוש קורצאק מול 18,"Janus Korczak St, Petah Tikva",no house number in English,32.06983687141463,34.8937807775961
petah-tikva,14,ptikva_muni_16,"מקלט - כ""ץ 87","כ""ץ 87","Kaf Zayin be-Nisan St 8, Petah Tikva",house number differs (87 vs 8),32.0861784,34.8996501
petah-tikva,15,ptikva_muni_17,"מקלט - כ""ץ 83","כ""ץ 83","Kaf Zayin be-Nisan St 8, Petah Tikva",house number differs (83 vs 8),32.0861784,34.8996501
petah-tikva,42,ptikva_muni_47,מקלט - השומר מול 26,השומר מול 26,"HaShomer St, Petah Tikva",no house number in English,32.09313896663786,34.90698477150633
petah-tikva,50,ptikva_muni_57,"בי""ס אורי אורבך - שולזינגר 11",שולזינגר 11,"Eliyahu David Shulzinger St 8, Petah Tikva",house number differs (11 vs 8),32.0765734,34.8765814
petah-tikva,61,ptikva_muni_69,גן מנדולינה - פרנקפורטר 24,פרנקפורטר 24,"Frankfurter/Trumpeldor, Petah Tikva",no house number in English,32.0856618,34.8794943
petah-tikva,63,ptikva_muni_71,מקלט - ז'בוטינסקי 13,ז'בוטינסקי 13,"Yitskhak Sadeh St 2, Petah Tikva",house number differs (13 vs 2),32.0902010058942,34.87783462024012
petah-tikva,77,ptikva_muni_86,"בי""ס נוה עוז, מקלט וממ""דים - לוי אשכול 2",לוי אשכול 2,"Ono Interchange/Road 471, Petah Tikva",house number differs (2 vs 471),32.069012,34.8602904
petah-tikva,92,ptikva_muni_101,"בי""ס גורדון - וולפסון 31",וולפסון 31,"City Hall/David Wolfson, Petah Tikva",no house number in English,32.086374,34.8882804
petah-tikva,100,ptikva_muni_114,מקלט - שבט דן מול 3,שבט דן מול 3,"Shevet Dan St, Petah Tikva",no house number in English,32.07145600453042,34.91377448310058
petah-tikva,102,ptikva_muni_117,מקלט - צפת מול 106,צפת מול 106,"Tsefat St, Petah Tikva",no house number in English,32.071766755773574,34.91858882933991
petah-tikva,103,ptikva_muni_118,מקלט - שבט בנימין מול 20,שבט בנימין מול 20,"Shevet Binyamin St, Petah Tikva",no house number in English,32.070360324600315,34.91574554466715
petah-tikva,109,ptikva_muni_125,"בי""ס קרול - הבנים 9",הבנים 9,"HaBanim St 17, Kfar Sirkin",house number differs (9 vs 17),32.0762072,34.92276
petah-tikva,111,ptikva_muni_128,גן אננס - רוטשילד 17,רוטשילד 17,"רוטשילד - קופ''ח, Petah Tikva",English field still contains Hebrew,32.0817963,34.8835091
petah-tikva,117,ptikva_muni_135,מקלט - המגינים מול 16 (מול רבינוביץ 10),המגינים מול 16 (מול רבינוביץ 10),"Ya'akov Rabinovits St 10, Petah Tikva",house number differs (16 vs 10),32.08721948955497,34.89732254752408
petah-tikva,118,ptikva_muni_136,"חט""ב ברנר - עין גנים 71",עין גנים 71,"Ein Ganim St 27, Petah Tikva",house number differs (71 vs 27),32.0878696,34.8945415
petah-tikva,120,ptikva_muni_138,"מתנ""ס עין גנים - האילנות 7",האילנות 7,"Ha-Ilanot St 24, Kfar Sirkin",house number differs (7 vs 24),32.0745227,34.9219868
petah-tikva,122,ptikva_muni_140,מקלט - עמיצור מול 3,עמיצור מול 3,"Amitsur Avraham St, Petah Tikva",no house number in English,32.08904233687453,34.898765130113524
petah-tikva,138,ptikva_muni_158,מקלט - בירנבוים 18 בקצה הסמטה בגן ילדים,בירנבוים 18 בקצה הסמטה בגן ילדים,"Meyasdei Neve Oz Garden, HaAviv St 4, Petah Tikva",house number differs (18 vs 4),32.07613828415128,34.86437399120395
petah-tikva,139,ptikva_muni_159,"מקלט - של""ג 1","של""ג 1","S.L. Gordon St 17, Petah Tikva",house number differs (1 vs 17),32.09020523263673,34.847868059869114
petah-tikva,140,ptikva_muni_161,"בי""ס יובלים - פקיעין 23",פקיעין 23,"Pki'in St, Petah Tikva",no house number in English,32.089101629078,34.85211190672471
petah-tikva,141,ptikva_muni_162,מקלט - פקיעין 21,פקיעין 21,"Pki'in St, Petah Tikva",no house number in English,32.0881144,34.8520172
petah-tikva,147,ptikva_muni_168,מקלט - הרצפלד בין בניין 3 לבניין 5,הרצפלד בין בניין 3 לבניין 5,"Harzfeld St, Petah Tikva",no house number in English,32.08529837431327,34.874147196482305
petah-tikva,149,ptikva_muni_171,מקלט - שרת 9,שרת 9,"Moshe Sharet St 16, Petah Tikva",house number differs (9 vs 16),32.08793180499846,34.873300464424396
petah-tikva,150,ptikva_muni_173,מקלט - ז'בוטינסקי 15,ז'בוטינסקי 15,"Jabotinsky / Yitzhak Sadeh, Petah Tikva",no house number in English,32.09024201033996,34.87742265217948
petah-tikva,157,ptikva_muni_181,"בי""ס שיפר - שיפר 43",שיפר 43,"Shifer, Petah Tikva",no house number in English,32.0969428,34.8913771
petah-tikva,161,ptikva_muni_186,מקלט - עמוס 12 (גן חללי מינכן),עמוס 12 (גן חללי מינכן),"Khalelei Minkhen Garden, Petah Tikva",no house number in English,32.072183053308194,34.900925607446794
petah-tikva,162,ptikva_muni_187,מקלט - אפריים כוכבי פינת הנביאים,אפריים כוכבי פינת הנביאים,"שמואל יבנאלי 60, Petah Tikva",English field still contains Hebrew,32.06942615506672,34.89849689045325
petah-tikva,172,ptikva_muni_198,מקלט - חבקוק מול 13,חבקוק מול 13,"Khavakuk St, Petah Tikva",no house number in English,32.068371260967496,34.901451391379375
petah-tikva,185,ptikva_muni_213,מגרש הפועל - הרב עובדיה יוסף,הרב עובדיה יוסף,"ספורטק/ועד ארבע ארצות, Petah Tikva",English field still contains Hebrew,32.0811993,34.9065041
petah-tikva,186,ptikva_muni_214,"מרכז הכנה לצה""ל - הרב עובדיה יוסף",הרב עובדיה יוסף,"גינת כלבים, Mivtsa Kadesh St 24-26, Petah Tikva",English field still contains Hebrew,32.0969278673189,34.884935070838225
petah-tikva,187,ptikva_muni_215,ספורטק סירקין - הרב עובדיה יוסף,הרב עובדיה יוסף,"ספורטק/ועד ארבע ארצות, Petah Tikva",English field still contains Hebrew,32.0811993,34.9065041
petah-tikva,188,ptikva_muni_216,אולפנית הדר גנים - הרב עובדיה יוסף 1,הרב עובדיה יוסף 1,"ספורטק/ועד ארבע ארצות, Petah Tikva",English field still contains Hebrew,32.0811993,34.9065041
raanana,13,raanana_pub_13,מקלט 13,"התחיה 39, רעננה","התחיה 39, Ra'anana, Israel",English field still contains Hebrew,32.19617,34.854477
raanana,19,raanana_pub_21,מקלט 21,"קרן היסוד 75, רעננה","המכללה העירונית, Keren HaYesod 75, Ra'anana, 4330622, Israel",English field still contains Hebrew,32.1919304,34.8740208
ramat-gan,10,undefined-10,מקלט 10,תל השומר ביתן 5 רמת גן,"Derech Sheba 2, Ramat Gan",house number differs (5 vs 2),32.0462827,34.8435342
ramat-gan,65,undefined-65,מקלט 65,שדרות ויצו 10 רמת גן,"Malki Tsedek St 23, Ramat Gan",house number differs (10 vs 23),32.0508596,34.8198425
ramat-gan,71,undefined-71,מקלט 71,עליה ראשונה 7 רמת גן,"Ha-Aliya ha-Rishona St 4, Ramat Gan",house number differs (7 vs 4),32.0595678,34.8344038
ramat-gan,123,undefined-124,מקלט 124,שיכון הבנים 20 רמת גן,"Shikun ha-Banim, Ramat Gan",no house number in English,32.052409,34.839314
ramat-hasharon,7,rs_306,מקלט יהודה הנשיא 2,"יהודה הנשיא 2, רמת השרון","Bet Hilel/Yehuda HaNassi, Ramat Hasharon, Israel",no house number in English,32.135552,34.8558122
ramat-hasharon,36,rs_339,מקלט הדקל 18,"הדקל 18, רמת השרון","Dekel St, Ramat Hasharon",no house number in English,32.1325204,34.8399357
ramat-hasharon,60,rs_366,מקלט הזרזיר 4,"הזרזיר 4, רמת השרון","Zarzir St, Ramat Hasharon",no house number in English,32.140273,34.828521
ramat-hasharon,97,rs_411,מקלט ביאליק 41,"ביאליק 41, רמת השרון",Ramat Hasharon,no house number in English,32.137793,34.840278
ramle,8,ramle_380,מקלט 380,"לוחמי גוש עציון 29, רמלה","Lokhamei Gush Etsyon St, Ramla, Israel",no house number in English,31.933674,34.863594
ramle,12,ramle_453,מקלט 453,"שפיק עדס 1, רמלה","Adas Shafik St, Ramla, Israel",no house number in English,31.9271286,34.8699767
ramle,35,ramle_121,מקלט 121,"הלילך 18, רמלה","HaLilach St, Ramla, Israel",no house number in English,31.922176,34.8627718
rehovot,8,rehovot_pub_8,מקלט 10 - החבורה (גן הבנים),החבורה (גן הבנים) 12,"Ha-Khavura St, Rehovot",no house number in English,31.881539056000065,34.82029345800004
rehovot,20,rehovot_pub_20,מקלט 62 - דוב לאוטמן,דוב לאוטמן 3,"Haim Sireni St 36, Rehovot",house number differs (3 vs 36),31.89738297400004,34.82164633900004
rehovot,24,rehovot_pub_24,מקלט 8 - י.ל פרץ,י.ל פרץ 2,"Y.L. Perets St 5\2, Rehovot",house number differs (2 vs 5),31.89376434600007,34.812863794000066
rehovot,29,rehovot_pub_29,מקלט 53 - כיכר החשמונאים מול 7,כיכר החשמונאים מול 7 7,"Kikar HaHashmonaim, Rehovot",no house number in English,31.885387458000025,34.802535628000044
rehovot,32,rehovot_pub_32,מקלט 6 - שדרות וולקני מול בית 14,שדרות וולקני מול בית 14 2ב,"Sderot Vulkani, Rehovot",no house number in English,31.89007250800006,34.79568856000003
rehovot,36,rehovot_pub_36,מקלט 73 - אשרוב (גן הבנים),אשרוב (גן הבנים) 23,"HaBanim Garden, Rehovot",no house number in English,31.887482861000024,34.78769411600007
rehovot,37,rehovot_pub_37,מקלט 5 - גן הבנים קיריית משה,גן הבנים קיריית משה 10ב,"Stolvov/Horowitz, Rehovot",no house number in English,31.88822678200006,34.78778053700006
rehovot,38,rehovot_pub_38,מקלט 72 - סטולבוב (גן הבנים),סטולבוב (גן הבנים) מול 12,"HaBanim Garden, Rehovot",no house number in English,31.888119104000054,34.787285301000054
rehovot,40,rehovot_pub_40,מקלט 85 - דוד בן גוריון 32,דוד בן גוריון 32 12ב,"אטד 36, Rehovot",English field still contains Hebrew,31.8943075,34.7743821
rehovot,46,rehovot_pub_46,"מקלט 87 - נפתלי בן אפריים (בית ספר חב""ד בנות תיכון)","נפתלי בן אפריים (בית ספר חב""ד בנות תיכון) 3","Naftali Ben Efrayim St 5, Rehovot",house number differs (3 vs 5),31.889224531000025,34.820789551000075
rehovot,47,rehovot_pub_47,מקלט 32 - רחוב סיני מול 1,רחוב סיני מול 1 1,"Sinai St, Rehovot",no house number in English,31.889200049000067,34.80787742600006
rehovot,48,rehovot_pub_48,מקלט 2 - מאור יוסף ליד 27,מאור יוסף ליד 27 27,"Maor Yosef St, Rehovot",no house number in English,31.892605263000064,34.82257002700004
rehovot,66,rehovot_sch_17,גן רימונים - שיטה מלבינה 5 (בחצר הגן) 5,שיטה מלבינה 5 (בחצר הגן) 5,"David Elazar/Ben Gurion, Rehovot",no house number in English,31.892738318000056,34.77447549900006
